TRIPID,PERSID,HHID,TRIPNO,STARTHOUR,STARTIME,ORIGCCD,ORIGSLA,ORIGLGA,ORIGPLACE1,ORIGPLACE2,ORIGPURP1,ORIGPURP2,ARRHOUR,ARRTIME,DESTCCD,DESTSLA,DESTLGA,DESTPLACE1,DESTPLACE2,DESTPURP1,DESTPURP2,CUMDIST,DEPHOUR,DEPTIME,LINKMODE,TRIPTIME,TRAVTIME,WAITIME,DURATION,TRAVELPERIOD,TRIPPURP,Mode_Group,ADTRIPWGT,WDTRIPWGT,WETRIPWGT
Y09H084642P01T01,Y09H084642P01,Y09H084642,1,10,600,2101308,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),10,615,2100111,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,9.44,10,645,Vehicle Driver,15,15,0,30,Off Peak,Social,Vehicle Driver,138.1115369, ,373.7495095
Y09H084642P01T02,Y09H084642P01,Y09H084642,2,10,645,2100111,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,11,660,2101308,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,9.24,14,880,Vehicle Driver,15,15,0,220,Off Peak,Personal Business,Vehicle Driver,138.1115369, ,373.7495095
Y09H084642P01T03,Y09H084642P01,Y09H084642,3,14,880,2101308,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,15,925,2112304,Greater Geelong (C) - Pt C,Greater Geelong (C),Shops,Petrol Station,Social,Ate or drank,58.56,15,945,Vehicle Driver,45,45,0,20,Off Peak,Social,Vehicle Driver,138.1115369, ,373.7495095
Y09H084642P02T01,Y09H084642P02,Y09H084642,1,10,600,2101308,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),10,615,2100102,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,11.78,10,645,Vehicle Passenger,15,15,0,30,Off Peak,Social,Vehicle Passenger,112.5385194, ,338.0455062
Y09H084642P02T02,Y09H084642P02,Y09H084642,2,10,645,2100102,Surf Coast (S) - West,Surf Coast (S),Social Place,Restaurant or Cafe,Social,Ate or drank,11,660,2101308,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,11.58,12,720,Vehicle Passenger,15,15,0,60,Off Peak,Personal Business,Vehicle Passenger,112.5385194, ,338.0455062
Y09H084642P02T03,Y09H084642P02,Y09H084642,3,12,720,2101308,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,12,730,2101303,Surf Coast (S) - West,Surf Coast (S),Shops,Food Store,Buy Something,Bought something,1.45,12,750,Vehicle Driver,10,10,0,20,Off Peak,Buy Something,Vehicle Driver,112.5385194, ,338.0455062
Y09H084642P02T04,Y09H084642P02,Y09H084642,4,12,750,2101303,Surf Coast (S) - West,Surf Coast (S),Shops,Food Store,Buy Something,Bought something,12,760,2101308,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,1.73,14,880,Vehicle Driver,10,10,0,120,Off Peak,Personal Business,Vehicle Driver,112.5385194, ,338.0455062
Y09H084642P02T05,Y09H084642P02,Y09H084642,5,14,880,2101308,Surf Coast (S) - West,Surf Coast (S),Accommodation,2nd Home,Personal Business,At other house,15,925,2112304,Greater Geelong (C) - Pt C,Greater Geelong (C),Shops,Petrol Station,Social,Ate or drank,58.56,15,945,Vehicle Passenger,45,45,0,20,Off Peak,Social,Vehicle Passenger,112.5385194, ,338.0455062
Y09H084934P01T01,Y09H084934P01,Y09H084934,1,6,360,2101007,Surf Coast (S) - East,Surf Coast (S),Workplace,My Workplace,Work Related,Own Workplace,7,420,2110804,Geelong,Greater Geelong (C),Workplace,Another Workplace,Work Related,Employer's Business,22.86,15,900,Vehicle Driver,60,60,0,480,Off Peak,Work Related,Vehicle Driver,119.1333293, ,363.3848388
Y09H092428P01T01,Y09H092428P01,Y09H092428,1,11,660,2101007,Surf Coast (S) - East,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),12,750,2251609,Monash (C) - Waverley East,Monash (C),Accommodation,Survey Home,Go Home,Go home,114.66,13,780,Vehicle Driver,90,90,0,30,Off Peak,Unknown Purpose (at start of day),Vehicle Driver,38.33416738, ,186.1979317
Y09H113614P01T01,Y09H113614P01,Y09H113614,1,10,645,2100108,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),14,890,2341808,Cardinia (S) - Pakenham,Cardinia (S),Shops,Petrol Station,Buy Something,Bought something,191.51,15,935,Vehicle Passenger,245,245,0,45,Off Peak,Buy Something,Vehicle Passenger,104.4700799, ,377.6402441
Y09H113614P02T01,Y09H113614P02,Y09H113614,1,10,645,2100108,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),14,890,2341808,Cardinia (S) - Pakenham,Cardinia (S),Shops,Petrol Station,Buy Something,Bought something,191.51,15,935,Vehicle Driver,245,245,0,45,Off Peak,Buy Something,Vehicle Driver,89.71213275, ,318.5590387
Y09H122825P01T01,Y09H122825P01,Y09H122825,1,11,675,2101507,Colac-Otway (S) - South,Colac-Otway (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,795,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),86.82,13,810,Vehicle Driver,120,120,0,15,Off Peak,Recreational,Vehicle Driver,158.3902681,220.8894965, 
Y09H122825P01T02,Y09H122825P01,Y09H122825,2,13,810,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),15,910,2321809,Moreland (C) - Coburg,Moreland (C),Accommodation,Survey Home,Go Home,Go home,103.72,N/A,N/A,Vehicle Driver,100,100,0,N/A,Off Peak,Recreational,Vehicle Driver,158.3902681,220.8894965, 
Y09H122825P02T01,Y09H122825P02,Y09H122825,1,11,675,2101507,Colac-Otway (S) - South,Colac-Otway (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,795,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),86.82,13,810,Vehicle Passenger,120,120,0,15,Off Peak,Recreational,Vehicle Passenger,164.1324456,230.5102834, 
Y09H122825P02T02,Y09H122825P02,Y09H122825,2,13,810,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),15,910,2321809,Moreland (C) - Coburg,Moreland (C),Accommodation,Survey Home,Go Home,Go home,103.72,N/A,N/A,Vehicle Driver,100,100,0,N/A,Off Peak,Recreational,Vehicle Driver,164.1324456,230.5102834, 
Y09H122825P03T01,Y09H122825P03,Y09H122825,1,11,675,2101507,Colac-Otway (S) - South,Colac-Otway (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),13,795,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),86.82,13,810,Vehicle Driver,120,120,0,15,Off Peak,Recreational,Vehicle Driver,240.6996398,330.6062534, 
Y09H122825P03T02,Y09H122825P03,Y09H122825,2,13,810,2101206,Surf Coast (S) - East,Surf Coast (S),Natural Feature,Bay or Beach,Recreational,Recreational (NEC),15,910,2321809,Moreland (C) - Coburg,Moreland (C),Accommodation,Survey Home,Go Home,Go home,103.72,N/A,N/A,Vehicle Passenger,100,100,0,N/A,Off Peak,Recreational,Vehicle Passenger,240.6996398,330.6062534, 
Y09H135010P01T01,Y09H135010P01,Y09H135010,1,18,1125,2101401,Surf Coast (S) - West,Surf Coast (S),Other,Unknown (at start of day),Unknown Purpose (at start of day),Unknown (at start of day),21,1270,2291303,Melbourne (C) - Southbank & Docklands,Melbourne (C),Accommodation,Survey Home,Go Home,Go home,120.71,N/A,N/A,Train,145,125,20,N/A,Off Peak,Unknown Purpose (at start of day),Train,251.7015166,239.0057533, 
